sku_id,sku_description,client_id,lot_number,storage_req,unit_of_measure,length,width,height,weight
SQ0086074,Bone with Brass Inlay Trivet,GLO,NA,Regular,EA,0,0,0,0
SQ0086075,Bone with Brass Inlay Circular Tray,GLO,NA,Regular,EA,0,0,0,0
SQ0089075,Wooden Back Scratcher - Blue,GLO,NA,Regular,EA,0,0,0,0
SQ0089091,Waffle Towel Hair Wrap - Sandstone,GLO,NA,Regular,EA,5,0.25,6,0.15
SQ0089465,Block Printed Gardening Apron,GLO,NA,Regular,EA,4,4,12,0.5
SQ0089470,Palm Leaf Wide Brim Wavy Hat,GLO,NA,Regular,EA,0.03,0.03,0.03,1
SQ0089660,Mini Botanical Plant Press,GLO,NA,Regular,EA,0,0,0,0.1
SQ0089740,Double Glass Hexagonal Hanging Frame,GLO,NA,Regular,EA,0,0,0,0.01
SQ0089785,Wood Carved Paper Pot Maker,GLO,NA,Regular,EA,0,0,0,0
SQ0089810,Stemless Handblown Wine Glass - Iridescent,GLO,NA,Regular,EA,0,0,0,0
SQ0089811,Short Handblown Glass Tumbler - Iridescent,GLO,NA,Regular,EA,0,0,0,0
SQ0089812,Tall Handblown Water Glass - Iridescent,GLO,NA,Regular,EA,0,0,0,0
SQ0089813,Tall Shot Glass - Iridescent,GLO,NA,Regular,EA,0,0,0,0
SQ0089814,Champagne Glass - Iridescent,GLO,NA,Regular,EA,0,0,0,0
SQ0089815,Extra Large Martini Glass - Iridescent,GLO,NA,Regular,EA,0,0,0,0
SQ0089816,Brandy Glass - Iridescent,GLO,NA,Regular,EA,0,0,0,0
SQ0089817,Tall Handblown Wine Glass - Iridescent,GLO,NA,Regular,EA,0,0,0,0
SQ0089818,Margarita Glass - Iridescent,GLO,NA,Regular,EA,0,0,0,0
SQ0089819,Large Iced Tea Pitcher - Iridescent,GLO,NA,Regular,EA,0,0,0,0
SQ0021590,C-452,GLO,NA,Regular,EA,0,0,0,0
SQ0083394,Blue Pottery Coasters - Blue White (July),GLO,NA,Regular,EA,0,0,0,0
BAO BROCHURE,BAO BROCHURE,GLO,NA,Regular,EA,0,0,0,0
BOUNTIFUL BROCHURE,BOUNTIFUL BROCHURE,GLO,NA,Regular,EA,0,0,0,0
CHAAT BROCHURE,CHAAT BROCHURE,GLO,NA,Regular,EA,0,0,0,0
GATHER BROCHURE,GATHER BROCHURE,GLO,NA,Regular,EA,0,0,0,0
JOLLY BROCHURE,JOLLY BROCHURE,GLO,NA,Regular,EA,0,0,0,0
JOYFUL BROCHURE,JOYFUL BROCHURE,GLO,NA,Regular,EA,0,0,0,0
LOVE BROCHURE,LOVE BROCHURE,GLO,NA,Regular,EA,0,0,0,0
MOCHA BROCHURE,MOCHA BROCHURE,GLO,NA,Regular,EA,0,0,0,0
PATISSERIE BROCHURE,PATISSERIE BROCHURE,GLO,NA,Regular,EA,0,0,0,0
POTLUCK BROCHURE,POTLUCK BROCHURE,GLO,NA,Regular,EA,0,0,0,0
SABOR BROCHURE,SABOR BROCHURE,GLO,NA,Regular,EA,0,0,0,0
SCOOP BROCHURE,SCOOP BROCHURE,GLO,NA,Regular,EA,0,0,0,0
TRANQUIL BROCHURE,TRANQUIL BROCHURE,GLO,NA,Regular,EA,0,0,0,0
UMAMI BROCHURE,UMAMI BROCHURE,GLO,NA,Regular,EA,0,0,0,0
SQ0076070,Shea Butter Soap Passion Fruit,GLO,NA,Regular,EA,0,0,0,0
SQ0078364,Set of 3 Evlerie Baskets,GLO,NA,Regular,EA,0,0,0,0
SQ0078907,Necklace - Custom,GLO,NA,Regular,EA,0,0,0,0
SQ0086064,Lazy Susan Cheeseboard with Bowl,GLO,NA,Regular,EA,4,4,4,1
SQ0066728,Pyramid Tea Bags-Earl Grey,GLO,NA,Regular,EA,0,0,0,0
SQ0086272,Tea Light Candle Warmer,GLO,NA,Regular,EA,0,0,0,0
SQ0029710-X,BUZZED BOX,GLO,NA,Regular,EA,8,6,6,4
SQ0072610,Small Tagine-Red Purple,GLO,NA,Regular,EA,0,0,0,0.6
SQ0077864,Large Iced Tea Pitcher-Blue Dot,GLO,NA,Regular,EA,0,0,0,0
SQ0078139,Ceramic Olive Dish,GLO,NA,Regular,EA,0,0,0,0
SQ0067535,Conscious Coconut Oil,GLO,NA,Regular,EA,0,0,0,0
SQ0066725,Tea - 20 count Pyramids - Black Noir,GLO,NA,Regular,EA,0,0,0,0
SQ0067145,Spice Grinder - Garlic and Onion Hot Rocks,GLO,NA,Regular,EA,0,0,0,0
SQ0067146,Spice Grinder - Hot Rocks Hot,GLO,NA,Regular,EA,0,0,0,0
SQ0067155,Fair Trade Spice - Nutmeg,GLO,NA,Regular,EA,0,0,0,0
SQ0067186,Tea Party Box - with Limited Edition Tea Box,GLO,NA,Regular,EA,14,10,10,3
SQ0067187,TEA PARTY -ASSORTED TEAS BOX,GLO,NA,Regular,EA,14,10,10,5
SQ0067205,Harvest Gift Bag Collection - Set of 6,GLO,NA,Regular,EA,0,0,0,0
SQ0067335,Make-a-Wish Dreamer Box,GLO,NA,Regular,EA,0,0,0,0
SQ0067355,Paper Garland - Metallic Bunting,GLO,NA,Regular,EA,0,0,0,0
SQ0067569,Artemis Frame - Brown and Black 4 x 6,GLO,NA,Regular,EA,0,0,0,0
SQ0067845,Beaded Spoon,GLO,NA,Regular,EA,0,0,0,0
SQ0067567,Varuna Frame - Cobalt 4 x 6,GLO,NA,Regular,EA,0,0,0,0
SQ0067617,Long Handled Tasting Spoon - Assorted,GLO,NA,Regular,EA,8,1,0.5,0
SQ0067632,Palm Leaf Placemat - Dark Natural (Set of 4),GLO,NA,Regular,EA,0,0,0,0
SQ0067634,Palm Leaf Placemat - Set of 4 - Teal,GLO,NA,Regular,EA,0,0,0,0
SQ0067637,Palm Leaf Placemat - Natural (Set of 4),GLO,NA,Regular,EA,0,0,0,0
SQ0067685,Saifi Cuff,GLO,NA,Regular,EA,0,0,0,0
SQ0067868,Handwoven African Market Basket - Assorted Green,GLO,NA,Regular,EA,0,0,0,0
SQ0067870,Bolga Basket - Assorted LARGE Purples (with Leather Handle),GLO,NA,Regular,EA,0,0,0,0
SQ0068250,Village Sari Hot Mats,GLO,NA,Regular,EA,0,0,0,0
SQ0068259,Chindi Handle Bread Baskets (Set of 3),GLO,NA,Regular,EA,0,0,0,0
SQ0068245,Hand Blown Prep Bowl - Green,GLO,NA,Regular,EA,0,0,0,0
12426945478,Hand-painted Malika Mug,GLO,NA,Regular,EA,2,2,4,1.05
12429493446,Fair Trade Scarf,GLO,NA,Regular,EA,0.5,0.5,0.5,0.3
12429493766,Fair Trade Scarf (Pearl),GLO,NA,Regular,EA,0.5,0.5,0.5,0.3
12437470982,Organic Volcano Rice,GLO,NA,Regular,EA,0,0,0,0
12649027206,Bottle Topper - Elephan miAugust wgdww,GLO,NA,Regular,EA,0,0,0,0
12649027270,Bottle Stopper (Giraffe),GLO,NA,Regular,EA,0,0,0,0
12703581062,Purple Tigre Handwoven Basket,GLO,NA,Regular,EA,0,0,0,0
12703581254,Natural Tigre Handwoven Basket,GLO,NA,Regular,EA,0,0,0,0.1
12704863494,Fair Trade Cocoa Powder,GLO,NA,Regular,EA,3,3,4,0.81
13925603590,Turkish Hand Towel,GLO,NA,Regular,EA,0,0,0,0.1
13925780934,Lemongrass Citrus African Black Soap,GLO,NA,Regular,EA,4,2,0.5,0.35
13926024006,Silk Face Scrub,GLO,NA,Regular,EA,6,5,0.25,0.1
14201299398,Bathe Box,GLO,NA,Regular,EA,8,6,6,2
14928633670,Wine Bottle Holder (Green),GLO,NA,Regular,EA,0,0,0,0
15544649478,Red Heart Handwoven Basket,GLO,NA,Regular,EA,0,0,0,0
15816413382,Nose Eye Glasses Holder,GLO,NA,Regular,EA,0,0,0,0
16419785350,Upcycled Tote Bag,GLO,NA,Regular,EA,8,3,10,1
16419811846,Picnic Blanket,GLO,NA,Regular,EA,0,0,0,0
16419834502,Natural Cutting Board,GLO,NA,Regular,EA,0,0,0,0
16419853318,Handcarved Spice Bowl,GLO,NA,Regular,EA,0,0,0,0
16836544966,Organic Lip Balm - Lemongrass,GLO,NA,Regular,EA,0.5,0.5,0.5,0.5
GIFTCARD-GLO,Giftcard Electronic Delivery,GLO,NA,Regular,EA,0,0,0,0
MISC-GLO,Miscellaneous item for Globe In,GLO,NA,Regular,EA,0,0,0,0
S-12274,4 x 10 1.5 mil resealable bags 1.000/bag,GLO,NA,Regular,EA,0,0,0,0
S-12282,9x12x4 2mil gusseted resealable bags 1.000/ctn,GLO,NA,Regular,EA,0,0,0,0
S-13286,7x5x3 Corrugated Boxes 25/bundle,GLO,NA,Regular,EA,0,0,0,0
S-14758,3x5 Self-Seal Bubble Bags. 1.000/ctn,GLO,NA,Regular,EA,0,0,0,0
S-15800,Kraft Paper Sheets 40lb 18x24. 1.250/bndl,GLO,NA,Regular,EA,0,0,0,0
S-16701,8x5x3 Corrugated Boxes 25/bundle,GLO,NA,Regular,EA,0,0,0,0
S-16717,11x9x6 inner box,GLO,NA,Regular,EA,0,0,0,0
S-19851,22x14x12 Lightweight 32 ECT Corrugated Boxes 25/bundle,GLO,NA,Regular,EA,0,0,0,0
S-21564,12x10x14 Corrugated Boxes. 25/bundle,GLO,NA,Regular,EA,0,0,0,0
S-22101,4 x 4 x 4 Lightweight 32 ECT Corrugated Boxes,GLO,NA,Regular,EA,0,0,0,0
S-22102,5 x 5 x 5 Lightweight 32 ECT Corrugated Boxes,GLO,NA,Regular,EA,0,0,0,0
S-22103,6x4x4 Lightweight 32 ECT Corrugated Boxes,GLO,NA,Regular,EA,0,0,0,0.05
S-22104,6x6x4 Lightweight 32ECT Corrugated Boxes,GLO,NA,Regular,EA,0,0,0,0
S-2227,.Jumbo Pack Tissue Paper Sheets 20x30 White 4800 sheets/bundle (5 bundles of 960),GLO,NA,Regular,EA,0,0,0,11.6
S-22605,7 x 5 x 5 Lightweight 32ECT Box,GLO,NA,Regular,EA,0,0,0,0
S-4050,5 x 5 x 5 Corrugated Boxes 25/bundle,GLO,NA,Regular,EA,0,0,0,0
S-4094,9 x 9 x 9 Corrugated Boxes 25/bundle,GLO,NA,Regular,EA,0,0,0,0
S-4107,10x10x6 Kraft RSC,GLO,NA,Regular,EA,0,0,0,0
S-4309,9x9x6 box,GLO,NA,Regular,EA,0,0,0,0
S-4346,10x10x4 Corrugated Boxes 25/bundle,GLO,NA,Regular,EA,0,0,0,0
S-4556,8x5x4 Corrugated Boxes 25/bundle,GLO,NA,Regular,EA,0,0,0,0
S-4579,5x5x3 Corrugated Boxes 25/bundle,GLO,NA,Regular,EA,0,0,0,0
S-4596,9x9x7 Corrugated Boxes 25/bundle,GLO,NA,Regular,EA,0,0,0,0
S-4613,12 x 12 x 7 Corrugated Boxes 25/Bundle,GLO,NA,Regular,EA,0,0,0,0
S-5831,Black UV Nylon Cable Ties 8 1.000/pk,GLO,NA,Regular,EA,0,0,0,0
S-5943,Please Handle with Care/Fragile/Thank You Label - 2 x 3 500/rl,GLO,NA,Regular,EA,0,0,0,0
S-5995P,UPSable Bubble Wrap Strong Roll 12x300' 3/16 Perforated,GLO,NA,Regular,EA,0,0,0,0
S-7097R,Tissue Paper Sheets - 20 x 30. Red - 480 sheets/bundle,GLO,NA,Regular,EA,0,0,0,0
S-7097T,Teal tissue paper 20 x 30 480/bundle,GLO,NA,Regular,EA,0,0,0,0
SQ0009558,Espresso Mug - Matte Sienna,GLO,NA,Regular,EA,0,0,0,0
SQ0009661,Wooden Coffee Scoop Clip,GLO,NA,Regular,EA,0,0,0,0
SQ0009665,Moroccan Pom Pom Blanket - Ivory Silver,GLO,NA,Regular,EA,0,0,0,0
SQ0009666,Bed Blanket - Black White,GLO,NA,Regular,EA,0,0,0,0
SQ0009667,Moroccan Pom Pom Blanket - Colorful,GLO,NA,Regular,EA,0,0,0,0
SQ0009670,Moroccan Pom-Pom Clutch,GLO,NA,Regular,EA,0,0,0,0
SQ0010800,S-15261 Poly Bags Reclosable 8x12 6mil 1.000/ctn,GLO,NA,Regular,EA,0,0,0,0
SQ0010840,Box - 9x7.25x6  with cherry locks and dust flaps printed,GLO,NA,Regular,EA,0,0,0,0
SQ0010880,Tall Handblown Glass - White Lustre - Single,GLO,NA,Regular,EA,2,2,8,0.2
SQ0010940,Salt Pepper Ceramic Shakers,GLO,NA,Regular,EA,0,0,0,0
SQ0010990,Carton - 11.5 x 8.875 x 6.5 OD,GLO,NA,Regular,EA,0,0,0,0
SQ0011000,Hydrate Box,GLO,NA,Regular,EA,12.5,9.5,6,2.2
SQ0011300,Picnic artisan brochure - GLO0052 Jun 16,GLO,NA,Regular,EA,0,0,0,0
SQ0011370,Printed Globe In large carton,GLO,NA,Regular,EA,0,0,0,0
SQ0011410,Duo Ring,GLO,NA,Regular,EA,0,0,0,0
SQ0011550,Savour Box with Basket,GLO,NA,Regular,EA,0,0,0,0
SQ0012322,Amapola Handwoven Basket - Blue,GLO,NA,Regular,EA,0,0,0,0.15
SQ0012325,Purple Amapola Handwoven Basket,GLO,NA,Regular,EA,0,0,0,0
SQ0013520,Rooibos Tea,GLO,NA,Regular,EA,0,0,0,0
SQ0013530,Cotton Throw,GLO,NA,Regular,EA,0,0,0,0
SQ0014270,Tall Handblown Wine Glass - Iridescent Swirl,GLO,NA,Regular,EA,0,0,0,1.05
SQ001459,Basket Carton - 21x12x30 32ECTRSC File#36460 30ct,GLO,NA,Regular,EA,0,0,0,0
SQ0015150,Side Plate (Stoneware 8) - Malika - MK45,GLO,NA,Regular,EA,0,0,0,0
SQ0016240,Dine Box,GLO,NA,Regular,EA,0,0,0,0
SQ0016330,Artisan brochure - Dine GLO0070 Mar 17,GLO,NA,Regular,EA,0,0,0,0
SQ0016460,Rosewood Bottle Opener,GLO,NA,Regular,EA,0,0,0,0
SQ0017070,Purely Coconut Lip Balm,GLO,NA,Regular,EA,0,0,0,0
SQ0017680,Stemless Handblown Wine Glass - Colorful,GLO,NA,Regular,EA,2,2,4,1.25
SQ0017681,Set of 4 Stemless Handblown Wine Glass - Colorful,GLO,NA,Regular,EA,4,3,4,2
SQ0017690,Cheese Knife - Mouse,GLO,NA,Regular,EA,0,0,0,0.1
SQ0017760,Kaisa Basket Bowl,GLO,NA,Regular,EA,0,0,0,0
SQ0018270,Mini Tenate Baskets,GLO,NA,Regular,EA,0,0,0,0
SQ0019140,Pestemal Bath Towel,GLO,NA,Regular,EA,4,4,0.25,0.1
SQ0019200,Artisan Brochure - Epicure,GLO,NA,Regular,EA,0,0,0,0
SQ0019300,Devika Chevron Pendant Necklace,GLO,NA,Regular,EA,0,0,0,0
SQ0019350,Peacock Eye Glass Holder,GLO,NA,Regular,EA,0,0,0,0
SQ0019360,Carved Rosewood Tablet and Book Easel,GLO,NA,Regular,EA,0,0,0,0
SQ0019740,Palm Leaf Utensil Holder,GLO,NA,Regular,EA,2,2,5,0.05
SQ0019990,Sari Party Tassel Garland,GLO,NA,Regular,EA,0,0,0,0
SQ0020050,Wooden Domino Set AEH236,GLO,NA,Regular,EA,0,0,0,0
SQ0020070,Travel Chess Game,GLO,NA,Regular,EA,0,0,0,0
SQ0020470,Basket - Pink Tigre,GLO,NA,Regular,EA,0,0,0,0
SQ0021191,Tatreez Apron,GLO,NA,Regular,EA,6,6,12,0.3
SQ0021570,Blue Pottery Trivet - Indigo,GLO,NA,Regular,EA,0,0,0,0
SQ0021600,Blue Pottery Vase - Yellow (BPS 102),GLO,NA,Regular,EA,0,0,0,0
SQ0021610,Blue Pottery Canister - Indigo (BPS 109),GLO,NA,Regular,EA,0,0,0,0
SQ0021630,Blue Pottery Planter - Indigo,GLO,NA,Regular,EA,0,0,0,0
SQ0021640,Blue Pottery Planter - Yellow,GLO,NA,Regular,EA,0,0,0,0
SQ0022120,Cream Pitcher,GLO,NA,Regular,EA,0,0,0,0
SQ0022130,Sugar Bowl - Striped Mauve,GLO,NA,Regular,EA,0,0,0,0
SQ0022610,Coffee Scoop Spoon,GLO,NA,Regular,EA,0,0,0,0
SQ0022620,Dean's Beans Ground Organic Coffee Beans,GLO,NA,Regular,EA,0,0,0,0.3
SQ0022630,Wired Box,GLO,NA,Regular,EA,0,0,0,0
SQ0022670,Hand Stamped Tea Towel,GLO,NA,Regular,EA,3,0.16,3,0
SQ0022840,Cozy Box with Malika Mug Charcoal Scarf,GLO,NA,Regular,EA,12.5,5.5,6,2.55
SQ0022841,Cozy Box,GLO,NA,Regular,EA,8,6,6,2
SQ0022880,Yin Yang Tea Light Holder,GLO,NA,Regular,EA,0,0,0,0
SQ0022920,Sari Twist Heart Chime (CRSB 128),GLO,NA,Regular,EA,0,0,0,0
SQ0023340,Pour Over Kettle,GLO,NA,Regular,EA,0,0,0,0
SQ0023350,Ultramesh Pour Over Coffee Dripper,GLO,NA,Regular,EA,0,0,0,0
SQ0023740,Upcycled Mini Cosmetic Case (Assorted),GLO,NA,Regular,EA,0,0,0,0
SQ0023860,Tall Handblown Glass - Colorful,GLO,NA,Regular,EA,0,0,0,0
SQ0023950,Gallito Palm Leaf Basket - Purple,GLO,NA,Regular,EA,0,0,0,0
SQ0024130,Peppermint Detox Tea with Spoon,GLO,NA,Regular,EA,0,0,0,0
SQ0025520,Snug Box,GLO,NA,Regular,EA,0,0,0,0
SQ0025570,Block-Printed Table Runner,GLO,NA,Regular,EA,0,0,0,0
SQ0025580,Handblown Handless Glass Pitcher/Vase - Colorful,GLO,NA,Regular,EA,0,0,0,0
SQ0025680,Hand Carved Olive Wood Heart,GLO,NA,Regular,EA,0,0,0,0
SQ0025800,Moroccan Harissa,GLO,NA,Regular,EA,4,2,0.5,1.25
SQ0026310,Fair Trade Forbidden Rice Ramen - Miso Broth,GLO,NA,Regular,EA,0,0,0,0
SQ0026510,Handcarved Elephant Chopsticks,GLO,NA,Regular,EA,0,0,0,0
SQ0026550,Small Sari Macrame Hanging Pot - Assorted,GLO,NA,Regular,EA,0,0,0,0
SQ0026600,Greeting Card - Cheers,GLO,NA,Regular,EA,0,0,0,0
SQ0026800,Hot Sauce - Garlic Chili Hot Drops,GLO,NA,Regular,EA,0,0,0,0
SQ0026860,Champagne Glass - Confetti - Single,GLO,NA,Regular,EA,0,0,0,0
SQ0026910,Hang tag - Emilia Martinez,GLO,NA,Regular,EA,0,0,0,0
SQ0026940,Clear bag for greeting card,GLO,NA,Regular,EA,0,0,0,0
SQ0026950,Elephant Dung Paper Envelopes 4-3/8 x 5-3/4,GLO,NA,Regular,EA,0,0,0,0
SQ0027251,Medium Serving Bowl - Riya,GLO,NA,Regular,EA,0,0,0,0
SQ0027252,Small Serving Bowl - Riya,GLO,NA,Regular,EA,0,0,0,0
SQ0027254,Deep Salad Bowl - Riya,GLO,NA,Regular,EA,0,0,0,0
SQ0027257,Extra Large Oval Platter - Riya,GLO,NA,Regular,EA,0,0,0,0
SQ0027480,Mini Basket - Colorful,GLO,NA,Regular,EA,0,0,0,0
SQ0027626,Teardrop Fabric Block Print Cuff - Assorted,GLO,NA,Regular,EA,0,0,0,0
SQ0027627,Fabric Block Print Cuff - Circle,GLO,NA,Regular,EA,0,0,0,0
SQ0027678,Duchess Tote - Turquoise Blue,GLO,NA,Regular,EA,0,0,0,0
SQ0027706,Coin and Flower Charm Necklace (JM 71),GLO,NA,Regular,EA,0,0,0,0
SQ0027743,Sustainable Leather iPad Case,GLO,NA,Regular,EA,0,0,0,0
SQ0027746,Jogi iPad Cover,GLO,NA,Regular,EA,0,0,0,0
SQ0027796,Fountain Jewelry Stand,GLO,NA,Regular,EA,0,0,0,0
SQ0028050,Shopfair Card,GLO,NA,Regular,EA,0,0,0,0
SQ0028120,Cheers cards,GLO,NA,Regular,EA,0,0,0,0
SQ0028140,Gifts for Goods Card,GLO,NA,Regular,EA,0,0,0,0
SQ0028240,Kikoi - Assorted,GLO,NA,Regular,EA,0,0,0,0
SQ0028310,Palm Leaf Remote Boat,GLO,NA,Regular,EA,0,0,0,0.1
SQ0028460,Custom Tape GlobeIn 72x450m per roll 10 rolls/cs,GLO,NA,Regular,EA,0,0,0,0
SQ0029410,Mint Chip Gelato,GLO,NA,Regular,EA,0,0,0,0
SQ00295901,Stainless Steel Cocktail Jigger,GLO,NA,Regular,EA,0.01,0.01,0.01,0.15
SQ00295903,Coupe Cocktail Glass - Blue Horizon,GLO,NA,Regular,EA,0,0,0,0.2
SQ00295905,Small Caminito Handwoven Basket - Navy Blue,GLO,NA,Regular,EA,0,0,0,0.3
SQ00295906,Zapotec Coasters Set - Cielo,GLO,NA,Regular,EA,0,0,0,0.1
SQ0029970,Shot Glass - Pepper,GLO,NA,Regular,EA,0,0,0,0
SQ0029980,Set of 6 Stirrers,GLO,NA,Regular,EA,0,0,0,0
SQ0064375,Chindi Blend Trivet,GLO,NA,Regular,EA,0,0,0,0
SQ0064385,Tall Handblown Wine Glass - Tropical Swirl,GLO,NA,Regular,EA,0,0,0,0
SQ0064395,Bottle Stopper - Lion,GLO,NA,Regular,EA,0,0,0,0
SQ0064735,Pear Jordan - Pear Hops,GLO,NA,Regular,EA,0,0,0,0
SQ0064745,Batch One - Orange. Pomegranate. Vanilla,GLO,NA,Regular,EA,0,0,0,0
SQ0064765,Bitter Rose Bitters,GLO,NA,Regular,EA,0,0,0,0
SQ0064825,Olive Picks - Set of 8,GLO,NA,Regular,EA,0,0,0,0
SQ0065035,Reeds (set of 6),GLO,NA,Regular,EA,0,0,0,0
SQ0065255,Small Hanging Lantern - Maroon,GLO,NA,Regular,EA,3,3,8,0.25
SQ0065265,Pom-Pom Garland,GLO,NA,Regular,EA,14,2,2,0.05
SQ0065275,Woven Napkin Ring Set - Orange  Blue,GLO,NA,Regular,EA,0,0,0,0
SQ0065346,Chandra Shibori Shrug,GLO,NA,Regular,EA,0,0,0,0
SQ0065347,Lucia Sari Kimono - Assorted,GLO,NA,Regular,EA,0,0,0,0
SQ0065441,Coin Purse: Whale,GLO,NA,Regular,EA,0,0,0,0
SQ0065485,Spa Box,GLO,NA,Regular,EA,0,0,0,0
SQ0065486,Sophia Woodcut Barrettes (Set of 3),GLO,NA,Regular,EA,0,0,0,0
SQ0065515,Hair Pins (set of 4),GLO,NA,Regular,EA,0,0,0,0
SQ0065555,Lip Balm - Coconut Pineapple,GLO,NA,Regular,EA,0.25,0.25,0.25,0.05
SQ0065556,Lip Balm - Coconut Mint,GLO,NA,Regular,EA,0,0,0,0
SQ0065587,Voyager - Multi,GLO,NA,Regular,EA,0,0,0,0
SQ0065705,Popcorn Bowl,GLO,NA,Regular,EA,0,0,0,0.1
SQ0065725,Tea Light Candle (Box set of 2),GLO,NA,Regular,EA,0,0,0,0.1
SQ0065765,Moss Container,GLO,NA,Regular,EA,0,0,0,0
SQ0065795,Essential Oil - Lavender,GLO,NA,Regular,EA,0,0,0,0
SQ0065955,Citrus Face Towel,GLO,NA,Regular,EA,0,0,0,0
SQ0065956,Sari Wrapped Soap - Assorted,GLO,NA,Regular,EA,0,0,0,0
SQ0065957,Organic Cotton Snuggle Socks - Fuchsia,GLO,NA,Regular,EA,0,0,0,0
SQ0065958,Loose Leaf Tea - Tulsi,GLO,NA,Regular,EA,0,0,0,0
SQ0065959,Small Sugar Canister - Yellow,GLO,NA,Regular,EA,0,0,0,0
SQ0066004,Botanical Journal - Green,GLO,NA,Regular,EA,0,0,0,0
SQ0066145,Pasta Plate - Malika,GLO,NA,Regular,EA,6,4,1,1
SQ0066175,Giving Grounds Coffee Sample,GLO,NA,Regular,EA,0,0,0,0
SQ0066178,Enamel Mixing Bowl,GLO,NA,Regular,EA,0,0,0,0
SQ0066179,Stainless Steel Measuring Spoon Set,GLO,NA,Regular,EA,0,0,0,0
SQ0066205,NEW Berber Bowl,GLO,NA,Regular,EA,3,3,4,0.5
SQ0066208,Salad/Popcorn Bowl - Light Blue - 25 cm,GLO,NA,Regular,EA,0,0,0,0
SQ0066210,Salad/Popcorn Bowl - Green - 25 cm,GLO,NA,Regular,EA,0,0,0,0
SQ0066211,Salad/Popcorn Bowl - Bordeau - 25 cm,GLO,NA,Regular,EA,0,0,0,0
SQ0066212,Salad/Popcorn Bowl - Berber - 25 cm,GLO,NA,Regular,EA,0,0,0,0
SQ0066435,Essential Oil - Eucalyptus,GLO,NA,Regular,EA,0,0,0,0
SQ0066455,Essential Oil - Lemongrass,GLO,NA,Regular,EA,0,0,0,0.1
SQ0066465,Essential Oil - Peppermint,GLO,NA,Regular,EA,0,0,0,0
SQ0066515,Towels ASSORTED for Bathe,GLO,NA,Regular,EA,0,0,0,0
SQ0066535,Swirl Spork - Single,GLO,NA,Regular,EA,3,2,8,0.2
SQ0066545,Larger Printed RSC - design 180538-01,GLO,NA,Regular,EA,0,0,0,0
SQ0068388,Noodle Bowl - Sana,GLO,NA,Regular,EA,0,0,0,0
SQ0068389,Square Sauce Dish - Sana,GLO,NA,Regular,EA,4,4,4,1
SQ0068391,Blue Handless Mug,GLO,NA,Regular,EA,0,0,0,0
SQ0068565,Mini-tagines - multi-color (set of 4),GLO,NA,Regular,EA,0,0,0,0
SQ0068585,(SET OF 2) Bolga Basket - Assorted LARGE Blues (with Leather Handle),GLO,NA,Regular,EA,0,0,0,0
SQ0068814,Stemless Handblown Wine Glass - Tropical Swirl,GLO,NA,Regular,EA,0,0,0,0.65
SQ0068839,Handwoven Teardrop African Market Basket - Assorted Blues,GLO,NA,Regular,EA,13,13,13,0
SQ0068852,Juanita Pom-Pom Bag,GLO,NA,Regular,EA,0,0,0,0
SQ0068871,USA Glass (x2),GLO,NA,Regular,EA,0,0,0,0
SQ0068910,Beer Confection Collection,GLO,NA,Regular,EA,0,0,0,0
SQ0068958,Olive a Good Party Picks,GLO,NA,Regular,EA,0,0,0,0
SQ0068960,Leaf Drink Stirrers,GLO,NA,Regular,EA,0,0,0,0
SQ0068961,Marble Wood Cutting Board Rectangle,GLO,NA,Regular,EA,0,0,0,0
SQ0069021,Viti Earrings - Gold,GLO,NA,Regular,EA,0,0,0,0
SQ0069056,Pitcher - Multi Rim,GLO,NA,Regular,EA,0,0,0,0
SQ0069955,Spice Grinder - Cape Garden Herbs,GLO,NA,Regular,EA,2,2,4,0.5
SQ0070170,Antique Finish Jewelry Box - Paisley,GLO,NA,Regular,EA,0,0,0,0
SQ0070179,Lacy Turtle,GLO,NA,Regular,EA,0,0,0,0
SQ0070196,Basanti Keeper's Chest,GLO,NA,Regular,EA,0,0,0,0
SQ0070281,Rudra Frame - 3 x 3,GLO,NA,Regular,EA,0,0,0,0
SQ0070312,Globetrotter Journal - Brown,GLO,NA,Regular,EA,0,0,0,0
SQ0070363,Devika Necklace - Ancient Market,GLO,NA,Regular,EA,0,0,0,0
SQ0070381,Vana Devata Jewelry Stand - Blackened Silver,GLO,NA,Regular,EA,0,0,0,0
SQ0070386,Rohan Bracelet - Blue,GLO,NA,Regular,EA,0,0,0,0
SQ0070403,Henna Treasure Bell - Multi-Color,GLO,NA,Regular,EA,0,0,0,0
SQ0070431,Sustainable Leather Wallet - Blue,GLO,NA,Regular,EA,0,0,0,0
SQ0070432,Sustainable Leather Wallet - Brown,GLO,NA,Regular,EA,0,0,0,0.05
SQ0070445,White Tray,GLO,NA,Regular,EA,0,0,0,0
SQ0070454,Cork Screw - Mustache,GLO,NA,Regular,EA,0,0,0,0
SQ0070456,Cork Screw Bottle Opener,GLO,NA,Regular,EA,0,0,0,0
SQ0070458,Bartender's Set - Stainless Steel,GLO,NA,Regular,EA,0,0,0,0
SQ0070461,Espresso Tray - Blue Pottery,GLO,NA,Regular,EA,0,0,0,0
SQ0070495,Coffee Tasting Pocket Journal,GLO,NA,Regular,EA,0,0,0,0
SQ0070500,KeepCup 16 oz - Turbine,GLO,NA,Regular,EA,0,0,0,0
